id,tiempo_llegada,tiempo_inicio_servicio,tiempo_fin_servicio,tiempo_espera,tiempo_servicio,ciclo
30,313.2471830381004,354.0,356.14649110233455,40.75281696189961,2.146491102334527,7
31,334.5220934298669,356.14649110233455,356.93524714355163,21.624397672467637,0.7887560412171046,7
32,335.9641592972835,356.93524714355163,358.73460553088125,20.97108784626812,1.7993583873296053,7
33,337.19068054404147,358.73460553088125,359.608099179583,21.543924986839784,0.8734936487017604,7
34,346.47506843615434,359.608099179583,359.7683780147519,13.133030743428662,0.16027883516887345,7
35,346.5105883355709,359.7683780147519,359.9047081995233,13.257789679180974,0.136330184771472,7
36,361.2561286909686,361.9047081995233,364.19715969868156,0.6485795085547466,2.292451499158227,7
37,364.94155600218653,365.19715969868156,367.4890485660659,0.25560369649502945,2.2918888673843463,7
38,384.65299534128116,435.0,435.7162583166662,50.347004658718845,0.7162583166661726,8
39,401.30100695888467,435.7162583166662,436.2027091561402,34.41525135778153,0.48645083947398665,8
40,416.78323615564517,436.2027091561402,437.0621188375586,19.41947300049503,0.8594096814184006,8
41,420.0561313251483,437.0621188375586,437.356117492531,17.005987512410286,0.29399865497239375,8
42,448.0638966978008,448.356117492531,449.62704952026877,0.29222079473015583,1.2709320277377776,8
43,455.7955888526163,496.0,496.68196428093967,40.20441114738372,0.6819642809396439,9
44,459.80335057694646,496.68196428093967,496.96165760138587,36.87861370399321,0.27969332044621964,9
45,463.3747049080119,496.96165760138587,498.02893987416826,33.58695269337397,1.0672822727824092,9
46,464.7361993503017,498.02893987416826,499.4988166842813,33.29274052386654,1.4698768101130206,9
47,476.04707726270533,499.4988166842813,499.6115233352429,23.45173942157595,0.11270665096165004,9
48,481.88390462568015,499.6115233352429,500.16516285609,17.727618709562762,0.5536395208470725,9
49,483.74348298054815,500.16516285609,503.3344403263089,16.421679875541827,3.169277470218878,9
50,487.8259966730068,503.3344403263089,505.2205303478539,15.508443653302095,1.886090021545066,9
51,490.37028367607365,505.2205303478539,506.83707647248684,14.850246671780269,1.616546124632915,9
53,497.88428397117053,537.0,537.317062970912,39.11571602882947,0.31706297091200836,10
54,497.939886448217,537.317062970912,537.702298437641,39.37717652269504,0.3852354667289506,10
52,495.72216718836245,537.702298437641,537.8512324862157,41.9801312492786,0.14893404857471584,10
55,511.84148373331857,537.8512324862157,538.1142368791684,26.009748752897167,0.26300439295266265,10
56,541.8067312968052,542.1142368791684,542.1806212101935,0.3075055823632056,0.06638433102514506,10
57,554.0627531055501,578.0,578.5180460771759,23.937246894449913,0.5180460771758703,11
58,562.835362470289,578.5180460771759,578.6984232030458,15.682683606886826,0.1803771258698249,11
59,576.8382862508164,578.6984232030458,579.3283893131982,1.860136952229368,0.6299661101524499,11
60,577.132829973213,579.3283893131982,579.4649284213605,2.1955593399851523,0.13653910816225417,11
61,581.2295124179199,581.4649284213605,581.4922651397223,0.23541600344060498,0.027336718361884567,11
62,590.9649234725384,591.4922651397223,591.7300913103417,0.5273416671839186,0.2378261706193314,11
63,591.4808530073325,591.7300913103417,592.1258721698468,0.2492383030091787,0.3957808595051672,11
64,596.2467676489126,659.0,660.2286366166601,62.75323235108738,1.228636616660135,12
65,610.1904290960097,660.2286366166601,660.8004287399605,50.03820752065042,0.5717921233003814,12
66,620.7389094354703,660.8004287399605,662.123918472316,40.06151930449016,1.3234897323555057,12
67,629.0393421539814,662.123918472316,665.4899533035998,33.0845763183346,3.3660348312838853,12
68,630.1833407382279,665.4899533035998,666.2625180179331,35.30661256537189,0.7725647143333024,12
69,630.4434794502592,666.2625180179331,666.8344648848392,35.81903856767383,0.5719468669061133,12
70,634.1825224323047,666.8344648848392,668.1476062399166,32.65194245253451,1.31314135507736,12
71,646.7356993993991,668.1476062399166,670.0562130128652,21.41190684051753,1.9086067729486418,12
72,652.328473083065,670.0562130128652,670.1468632549254,17.727739929800236,0.09065024206022874,12
73,662.4230955034908,670.1468632549254,672.2808132245495,7.723767751434593,2.1339499696242044,12
74,665.5713317332284,672.2808132245495,672.905756982815,6.709481491321185,0.6249437582653882,12
75,672.1780833100419,672.905756982815,673.8482164082419,0.7276736727731077,0.9424594254269193,12
76,674.9734161412871,720.0,721.1954009575026,45.02658385871291,1.1954009575025357,13
77,679.7374858769971,721.1954009575026,723.2238543505455,41.45791508050547,2.028453393042889,13
78,683.8977756222939,723.2238543505455,724.0773210449188,39.32607872825156,0.8534666943732893,13
79,687.1311247863807,724.0773210449188,724.71106212445,36.946196258538066,0.6337410795312406,13
80,693.8367237706386,724.71106212445,725.2917181098285,30.874338353811368,0.5806559853785064,13
81,700.5862868945222,725.2917181098285,725.4955048076865,24.70543121530625,0.2037866978580755,13
82,706.1289050773017,725.4955048076865,725.5482483291279,19.36659973038479,0.0527435214413592,13
83,720.4917210906244,725.5482483291279,728.3795446568923,5.056527238503463,2.8312963277644227,13
84,721.8416684952509,728.3795446568923,729.0291136841796,6.537876161641407,0.6495690272872364,13
85,728.5923581917933,729.0291136841796,729.5411190740159,0.43675549238628264,0.5120053898362855,13
86,745.8585745170457,771.0,772.1627826218232,25.141425482954332,1.1627826218231725,14
87,748.4163672309188,772.1627826218232,773.7131407599117,23.746415390904417,1.5503581380884273,14
88,754.2632599710045,773.7131407599117,774.6941247106597,19.449880788907194,0.9809839507480624,14
89,757.9071669436792,774.6941247106597,775.7764199775065,16.78695776698055,1.0822952668468335,14
90,767.3137930290186,775.7764199775065,778.4895097325385,8.462626948487923,2.713089755031984,14
91,769.946630949281,778.4895097325385,779.2760062497761,8.542878783257493,0.7864965172375861,14
