ciclo,n_atendidos,espera_media,espera_std,espera_max,servicio_medio,tiempo_servicio_total
7,8,16.52340388689182,13.076054224424318,40.75281696189961,1.3111310707582395,10.489048566065916
8,5,24.29598746482717,18.935154511854588,50.347004658718845,0.7254099040537463,3.627049520268731
9,9,25.769160711153372,10.194580429949665,40.20441114738372,1.2041196080540972,10.837076472486874
10,5,29.358055627212696,17.39293771817756,41.9801312492786,0.2361242420386965,1.1806212101934825
11,7,6.383946109597852,9.50728841858163,23.937246894449913,0.303696024263826,2.125872169846782
12,12,28.667974897165788,18.47043584281801,62.75323235108738,1.2373513673535055,14.848216408242065
13,10,24.973430211804157,16.425397105635078,45.02658385871291,0.954111907401584,9.54111907401584
14,8,13.273984953182577,9.277063991059567,25.141425482954332,1.1741476212842175,9.39318097027374
15,5,7.413781561894348,7.63982752451283,17.941823493608695,1.0070158821690718,5.035079410845359
16,1,25.946253955102975,,25.946253955102975,0.6188710260245566,0.6188710260245566
17,3,19.531540624346956,18.57055835695762,37.61792524090367,0.38626331636167266,1.158789949085018
18,3,10.361041345002112,9.120558241722485,18.45705501808152,0.9237065019215244,2.771119505764573
19,6,7.907982058482048,11.822562961832176,27.755343609385363,0.851639118783282,5.109834712699692
20,3,15.078065071165005,13.084170033541316,26.294004612892195,2.357632517156253,7.07289755146876
21,3,17.60017528628964,15.768113756360805,30.99748011907377,0.5352389705680891,1.6057169117042673
22,5,20.202435305608606,18.070434254752698,39.04837006255184,0.9031488233738318,4.515744116869159
23,7,12.596181380750002,11.600972814752472,29.728788990536486,1.307210610917669,9.150474276423683
24,5,15.027114659230255,8.844262319947399,24.847813653318326,0.6063345045163001,3.0316725225815007
25,2,21.099686942476637,28.85485265282065,41.50314892342476,1.161751645009049,2.323503290018098
26,6,6.332462587253796,5.440384746049901,13.775925884022854,0.420847413417353,2.525084480504118
27,8,28.615217259875493,12.73137532459445,38.388760720506525,0.8530423854430607,6.824339083544485
28,8,19.407765426728503,13.222458456850442,37.92389023157625,0.46326214301811286,3.706097144144903
29,7,37.21384931787007,23.32428600793735,56.00963144534148,0.8834518209770861,6.184162746839602
30,2,12.712990124781527,16.612979044942506,24.460140263170388,2.1310154283943783,4.262030856788757
31,3,21.83587788436027,0.2637287870417515,22.13900321520373,0.4026602045073935,1.2079806135221804
32,3,5.380741717145763,4.526580660322515,9.76516445019638,1.792588100286321,5.3777643008589635
33,5,37.10808364123814,21.25575287659882,53.13320438615369,1.7775699440799588,8.887849720399794
34,5,3.740360229141106,5.502158328129903,12.966426677585787,0.764010914919846,3.82005457459923
35,5,2.1587145884395342,3.963210257185828,9.24151183950994,0.6637185434846284,3.318592717423142
36,2,33.78247360771729,47.34940180443718,67.26355670876137,1.2111447141830822,2.4222894283661645
37,4,17.253460122130548,14.913903618064365,36.39810238619839,1.1853897914540874,4.74155916581635
38,5,20.069805258119914,16.76291550065331,43.62117807674349,1.3778743869116545,6.889371934558273
39,5,8.032731423158657,9.144634895182197,23.94886016726423,0.7111738647881417,3.5558693239407084
40,3,13.81208316322242,11.88564961055114,24.203636760228164,0.6448479906367796,1.9345439719103386
41,5,25.13763362886102,6.226327747052987,34.84210037410594,2.7435061727449597,13.717530863724798
42,9,21.132137270273333,19.563204755222472,52.77487620535567,0.8213946514096756,7.39255186268708
43,2,12.544482677919632,16.861083016652696,24.46706881714408,0.7455647648028054,1.4911295296056108
44,5,12.314553898387476,11.358257085166095,25.3609367752033,0.7677135759948721,3.8385678799743608
45,3,13.634970967764579,11.574531026952474,20.967690602801667,1.1974790000480289,3.592437000144087
46,12,50.10208225520247,14.652124322578306,64.70386310578169,1.0665454466731399,12.798545360077679
47,11,29.047832141975547,20.245068761536466,59.712102795586816,1.0804518714324072,11.884970585756479
48,6,20.866662616480806,11.292698654510186,32.03200665949953,0.7418866468629463,4.451319881177677
49,10,36.01039499212466,27.51302222601715,63.327925589182996,0.4616592220803823,4.616592220803823
50,5,32.49139205953843,25.735909440702034,66.09343682671397,1.4096328649871261,7.04816432493563
51,13,32.19522648573222,19.64160326803788,64.53980556595388,0.997555112561029,12.968216463293377
52,2,60.791640695026445,6.03160002483167,65.05662597398987,0.5916342390131965,1.183268478026393
53,7,16.410690643975936,15.174692387986767,44.46612694249552,0.9740728308523512,6.8185098159664586
54,6,31.396039048815965,15.653340455858284,49.13862845962058,1.393363513514571,8.360181081087426
55,3,4.021523255236237,2.7152604790156203,5.809755653155662,0.8965977061610149,2.6897931184830446
56,4,12.044748509877195,13.600758158002861,27.10967079753027,0.4715424074747645,1.886169629899058
57,2,17.62275744839303,2.8578031362074396,19.643529425301494,0.7596076175060611,1.5192152350121222
58,3,14.307353281782676,5.230347725519585,18.386297700476916,1.4053628946966261,4.216088684089878
60,2,10.620432209568207,8.236883949733697,16.444788706271538,0.4537313531736965,0.907462706347393
62,8,13.675503839838143,7.763937782007022,21.756289128444678,1.0283103201859138,8.22648256148731
63,6,32.21027750429016,28.202407258993407,62.69281848696801,1.0864946627319563,6.518967976391737
64,2,14.631026119337776,2.466878111614279,16.375372360420897,0.8995224257623595,1.799044851524719
65,5,32.59206169373965,23.714958630726976,59.98458672062907,0.6644457068869845,3.3222285344349225
66,9,29.748690532869205,7.804078318221466,37.27854343835725,1.2972514416732106,11.675262975058896
